local_time (IST),state,city,station_name,id,latitude,longitude,AT (degC),RH (%),PM2_5 (ug/m3),PM10 (ug/m3),CO2 (PPM)
12/04/2025 19:00,Uttar Pradesh,Varanasi,Varanasi - Chandpur chauraha,20674,25.306425,82.950814,32.68,43.04,25.36,135.7,410.28
12/04/2025 20:00,Uttar Pradesh,Varanasi,Varanasi - Bangali Tola,20733,25.307449,83.006867,33.46,46.83,32.75,147.96,400.05
12/04/2025 20:00,Uttar Pradesh,Varanasi,Varanasi - Chandpur chauraha,20674,25.306425,82.950814,31.61,44.75,35.74,146.71,414.57
12/04/2025 21:00,Uttar Pradesh,Varanasi,Varanasi - Bangali Tola,20733,25.307449,83.006867,33.87,47.54,37.3,144.2,400.36
12/04/2025 21:00,Uttar Pradesh,Varanasi,Varanasi - Chandpur chauraha,20674,25.306425,82.950814,30.93,46.66,36.41,135.65,440.75
12/04/2025 21:00,Uttar Pradesh,Varanasi,Varanasi - Kailash Puri Near BHU,20698,25.2799085,82.9795844,25.98,39.93,34.42,69.23,427.88
12/04/2025 22:00,Uttar Pradesh,Varanasi,Varanasi - Bangali Tola,20733,25.307449,83.006867,33.57,48.48,37.92,189.43,400.72
12/04/2025 22:00,Uttar Pradesh,Varanasi,Varanasi - Chandpur chauraha,20674,25.306425,82.950814,30.73,49.25,35.79,182.96,414.89
12/04/2025 22:00,Uttar Pradesh,Varanasi,Varanasi - Kailash Puri Near BHU,20698,25.2799085,82.9795844,25.67,42.0,33.95,67.13,407.25
12/04/2025 23:00,Uttar Pradesh,Varanasi,Varanasi - Bangali Tola,20733,25.307449,83.006867,33.1,51.74,32.8,199.71,400.88
12/04/2025 23:00,Uttar Pradesh,Varanasi,Varanasi - Chandpur chauraha,20674,25.306425,82.950814,31.2,53.18,40.98,226.08,430.93
12/04/2025 23:00,Uttar Pradesh,Varanasi,Varanasi - Kailash Puri Near BHU,20698,25.2799085,82.9795844,23.92,42.14,34.74,70.68,407.95
13/04/2025 00:00,Uttar Pradesh,Varanasi,Varanasi - Bangali Tola,20733,25.307449,83.006867,25.14,43.83,34.23,194.19,401.0
13/04/2025 00:00,Uttar Pradesh,Varanasi,Varanasi - Chandpur chauraha,20674,25.306425,82.950814,30.2,56.56,46.8,247.54,444.74
13/04/2025 00:00,Uttar Pradesh,Varanasi,Varanasi - Kailash Puri Near BHU,20698,25.2799085,82.9795844,23.21,42.56,34.35,65.31,407.41
13/04/2025 01:00,Uttar Pradesh,Varanasi,Varanasi - Chandpur chauraha,20674,25.306425,82.950814,29.0,56.39,46.77,197.36,462.78
13/04/2025 01:00,Uttar Pradesh,Varanasi,Varanasi - Kailash Puri Near BHU,20698,25.2799085,82.9795844,22.72,43.65,33.64,58.79,407.0
13/04/2025 02:00,Uttar Pradesh,Varanasi,Varanasi - Bangali Tola,20733,25.307449,83.006867,24.95,45.63,27.97,140.29,401.0
13/04/2025 02:00,Uttar Pradesh,Varanasi,Varanasi - Chandpur chauraha,20674,25.306425,82.950814,27.73,55.31,47.64,179.27,438.18
13/04/2025 02:00,Uttar Pradesh,Varanasi,Varanasi - Kailash Puri Near BHU,20698,25.2799085,82.9795844,25.03,52.14,43.41,57.01,407.0
13/04/2025 03:00,Uttar Pradesh,Varanasi,Varanasi - Chandpur chauraha,20674,25.306425,82.950814,22.19,45.01,40.28,121.95,440.7
13/04/2025 03:00,Uttar Pradesh,Varanasi,Varanasi - Kailash Puri Near BHU,20698,25.2799085,82.9795844,28.11,63.2,47.5,61.76,413.13
13/04/2025 04:00,Uttar Pradesh,Varanasi,Varanasi - Chandpur chauraha,20674,25.306425,82.950814,22.3,47.94,37.97,113.73,454.58
13/04/2025 04:00,Uttar Pradesh,Varanasi,Varanasi - Kailash Puri Near BHU,20698,25.2799085,82.9795844,26.92,62.93,49.12,64.64,407.07
13/04/2025 05:00,Uttar Pradesh,Varanasi,Varanasi - Chandpur chauraha,20674,25.306425,82.950814,21.08,50.0,36.36,108.36,482.8
13/04/2025 05:00,Uttar Pradesh,Varanasi,Varanasi - Kailash Puri Near BHU,20698,25.2799085,82.9795844,27.95,66.18,50.37,57.07,407.64
13/04/2025 06:00,Uttar Pradesh,Varanasi,Varanasi - Chandpur chauraha,20674,25.306425,82.950814,19.5,46.42,33.37,94.3,476.31
13/04/2025 06:00,Uttar Pradesh,Varanasi,Varanasi - Kailash Puri Near BHU,20698,25.2799085,82.9795844,27.45,67.17,54.15,65.62,407.74
13/04/2025 07:00,Uttar Pradesh,Varanasi,Varanasi - Bangali Tola,20733,25.307449,83.006867,23.19,43.92,24.57,121.49,
13/04/2025 07:00,Uttar Pradesh,Varanasi,Varanasi - Chandpur chauraha,20674,25.306425,82.950814,24.36,47.18,34.95,130.32,497.22
13/04/2025 07:00,Uttar Pradesh,Varanasi,Varanasi - Kailash Puri Near BHU,20698,25.2799085,82.9795844,28.66,60.15,48.92,59.73,407.37
13/04/2025 08:00,Uttar Pradesh,Varanasi,Varanasi - Chandpur chauraha,20674,25.306425,82.950814,25.35,60.24,42.12,166.1,490.83
13/04/2025 08:00,Uttar Pradesh,Varanasi,Varanasi - Kailash Puri Near BHU,20698,25.2799085,82.9795844,24.23,66.89,35.34,56.13,405.14
13/04/2025 09:00,Uttar Pradesh,Varanasi,Varanasi - Bangali Tola,20733,25.307449,83.006867,21.25,66.71,25.59,119.89,400.0
13/04/2025 09:00,Uttar Pradesh,Varanasi,Varanasi - Kailash Puri Near BHU,20698,25.2799085,82.9795844,21.63,84.68,28.3,54.6,405.9
13/04/2025 10:00,Uttar Pradesh,Varanasi,Varanasi - Kailash Puri Near BHU,20698,25.2799085,82.9795844,21.2,91.84,27.17,49.47,436.51
13/04/2025 11:00,Uttar Pradesh,Varanasi,Varanasi - Bangali Tola,20733,25.307449,83.006867,26.6,45.42,28.08,79.12,467.71
13/04/2025 11:00,Uttar Pradesh,Varanasi,Varanasi - Kailash Puri Near BHU,20698,25.2799085,82.9795844,25.69,72.71,27.01,44.86,406.07
13/04/2025 12:00,Uttar Pradesh,Varanasi,Varanasi - Bangali Tola,20733,25.307449,83.006867,28.66,41.11,22.03,64.23,400.53
13/04/2025 12:00,Uttar Pradesh,Varanasi,Varanasi - Kailash Puri Near BHU,20698,25.2799085,82.9795844,29.66,57.29,27.62,38.94,406.0
13/04/2025 13:00,Uttar Pradesh,Varanasi,Varanasi - Bangali Tola,20733,25.307449,83.006867,29.81,33.04,17.34,50.68,400.0
13/04/2025 13:00,Uttar Pradesh,Varanasi,Varanasi - Kailash Puri Near BHU,20698,25.2799085,82.9795844,32.6,49.98,27.5,39.09,418.12
13/04/2025 14:00,Uttar Pradesh,Varanasi,Varanasi - Bangali Tola,20733,25.307449,83.006867,31.75,25.83,21.88,54.05,400.0
13/04/2025 14:00,Uttar Pradesh,Varanasi,Varanasi - Kailash Puri Near BHU,20698,25.2799085,82.9795844,35.23,35.44,35.78,48.52,405.21
13/04/2025 15:00,Uttar Pradesh,Varanasi,Varanasi - Bangali Tola,20733,25.307449,83.006867,34.76,21.77,28.35,58.81,400.0
13/04/2025 15:00,Uttar Pradesh,Varanasi,Varanasi - Kailash Puri Near BHU,20698,25.2799085,82.9795844,37.33,30.23,34.31,48.35,405.23
13/04/2025 16:00,Uttar Pradesh,Varanasi,Varanasi - Bangali Tola,20733,25.307449,83.006867,31.64,21.83,27.49,61.28,400.0
13/04/2025 16:00,Uttar Pradesh,Varanasi,Varanasi - Kailash Puri Near BHU,20698,25.2799085,82.9795844,36.8,31.26,37.05,48.83,405.73
13/04/2025 17:00,Uttar Pradesh,Varanasi,Varanasi - Bangali Tola,20733,25.307449,83.006867,28.58,29.18,19.49,35.99,400.0
13/04/2025 17:00,Uttar Pradesh,Varanasi,Varanasi - Kailash Puri Near BHU,20698,25.2799085,82.9795844,34.18,39.38,24.02,39.58,405.67
13/04/2025 18:00,Uttar Pradesh,Varanasi,Varanasi - Bangali Tola,20733,25.307449,83.006867,27.12,35.12,17.25,73.67,400.0
13/04/2025 18:00,Uttar Pradesh,Varanasi,Varanasi - Kailash Puri Near BHU,20698,25.2799085,82.9795844,29.46,46.33,27.0,43.9,405.71
13/04/2025 19:00,Uttar Pradesh,Varanasi,Varanasi - Bangali Tola,20733,25.307449,83.006867,25.85,37.0,20.58,95.13,400.0
13/04/2025 19:00,Uttar Pradesh,Varanasi,Varanasi - Kailash Puri Near BHU,20698,25.2799085,82.9795844,28.25,47.78,28.5,58.24,405.95
13/04/2025 20:00,Uttar Pradesh,Varanasi,Varanasi - Bangali Tola,20733,25.307449,83.006867,23.24,37.48,23.89,124.14,400.0
13/04/2025 20:00,Uttar Pradesh,Varanasi,Varanasi - Kailash Puri Near BHU,20698,25.2799085,82.9795844,28.01,53.63,37.05,68.37,406.0
13/04/2025 21:00,Uttar Pradesh,Varanasi,Varanasi - Bangali Tola,20733,25.307449,83.006867,20.93,35.62,24.73,107.32,400.23
13/04/2025 21:00,Uttar Pradesh,Varanasi,Varanasi - Kailash Puri Near BHU,20698,25.2799085,82.9795844,27.16,56.64,39.63,74.61,406.0
13/04/2025 22:00,Uttar Pradesh,Varanasi,Varanasi - Bangali Tola,20733,25.307449,83.006867,23.96,40.63,29.14,151.86,400.04
13/04/2025 22:00,Uttar Pradesh,Varanasi,Varanasi - Kailash Puri Near BHU,20698,25.2799085,82.9795844,26.7,55.57,39.57,74.81,406.0
13/04/2025 23:00,Uttar Pradesh,Varanasi,Varanasi - Bangali Tola,20733,25.307449,83.006867,19.45,35.93,24.5,166.28,400.17
13/04/2025 23:00,Uttar Pradesh,Varanasi,Varanasi - Kailash Puri Near BHU,20698,25.2799085,82.9795844,26.05,56.88,40.52,58.59,406.0
14/04/2025 00:00,Uttar Pradesh,Varanasi,Varanasi - Bangali Tola,20733,25.307449,83.006867,23.17,44.78,30.53,112.01,463.24
14/04/2025 00:00,Uttar Pradesh,Varanasi,Varanasi - Kailash Puri Near BHU,20698,25.2799085,82.9795844,25.54,59.24,43.55,62.3,413.49
14/04/2025 01:00,Uttar Pradesh,Varanasi,Varanasi - Bangali Tola,20733,25.307449,83.006867,26.46,55.1,37.01,133.54,400.35
14/04/2025 01:00,Uttar Pradesh,Varanasi,Varanasi - Kailash Puri Near BHU,20698,25.2799085,82.9795844,25.03,60.07,47.96,61.25,406.0
14/04/2025 02:00,Uttar Pradesh,Varanasi,Varanasi - Bangali Tola,20733,25.307449,83.006867,25.62,56.36,37.46,130.22,400.74
14/04/2025 02:00,Uttar Pradesh,Varanasi,Varanasi - Kailash Puri Near BHU,20698,25.2799085,82.9795844,24.36,62.76,36.1,44.63,406.0
14/04/2025 03:00,Uttar Pradesh,Varanasi,Varanasi - Bangali Tola,20733,25.307449,83.006867,23.15,51.61,40.03,131.83,401.08
14/04/2025 03:00,Uttar Pradesh,Varanasi,Varanasi - Kailash Puri Near BHU,20698,25.2799085,82.9795844,22.53,61.15,32.03,42.62,410.69
14/04/2025 04:00,Uttar Pradesh,Varanasi,Varanasi - Bangali Tola,20733,25.307449,83.006867,26.16,57.61,45.92,157.83,401.21
14/04/2025 04:00,Uttar Pradesh,Varanasi,Varanasi - Kailash Puri Near BHU,20698,25.2799085,82.9795844,20.21,54.04,29.2,39.82,406.89
14/04/2025 05:00,Uttar Pradesh,Varanasi,Varanasi - Bangali Tola,20733,25.307449,83.006867,25.66,58.2,44.25,158.75,401.27
14/04/2025 05:00,Uttar Pradesh,Varanasi,Varanasi - Kailash Puri Near BHU,20698,25.2799085,82.9795844,18.62,50.12,29.96,43.39,406.73
14/04/2025 06:00,Uttar Pradesh,Varanasi,Varanasi - Bangali Tola,20733,25.307449,83.006867,25.35,56.22,42.57,116.0,401.39
14/04/2025 06:00,Uttar Pradesh,Varanasi,Varanasi - Kailash Puri Near BHU,20698,25.2799085,82.9795844,19.8,52.09,31.67,42.18,406.22
14/04/2025 07:00,Uttar Pradesh,Varanasi,Varanasi - Bangali Tola,20733,25.307449,83.006867,26.8,57.13,40.19,158.34,400.91
14/04/2025 07:00,Uttar Pradesh,Varanasi,Varanasi - Kailash Puri Near BHU,20698,25.2799085,82.9795844,20.28,49.29,33.65,48.75,406.67
14/04/2025 08:00,Uttar Pradesh,Varanasi,Varanasi - Bangali Tola,20733,25.307449,83.006867,27.58,54.42,37.7,173.7,400.91
14/04/2025 08:00,Uttar Pradesh,Varanasi,Varanasi - Kailash Puri Near BHU,20698,25.2799085,82.9795844,23.83,56.62,37.82,78.53,411.74
14/04/2025 09:00,Uttar Pradesh,Varanasi,Varanasi - Bangali Tola,20733,25.307449,83.006867,28.67,56.27,32.39,171.7,400.78
14/04/2025 09:00,Uttar Pradesh,Varanasi,Varanasi - Kailash Puri Near BHU,20698,25.2799085,82.9795844,26.3,63.53,43.74,82.85,407.0
14/04/2025 10:00,Uttar Pradesh,Varanasi,Varanasi - Bangali Tola,20733,25.307449,83.006867,29.5,52.45,29.94,153.58,400.15
14/04/2025 10:00,Uttar Pradesh,Varanasi,Varanasi - Kailash Puri Near BHU,20698,25.2799085,82.9795844,28.21,61.59,40.36,72.77,406.36
14/04/2025 11:00,Uttar Pradesh,Varanasi,Varanasi - Bangali Tola,20733,25.307449,83.006867,33.47,43.56,29.34,131.42,400.0
14/04/2025 11:00,Uttar Pradesh,Varanasi,Varanasi - Kailash Puri Near BHU,20698,25.2799085,82.9795844,30.67,53.51,38.38,58.29,415.91
14/04/2025 12:00,Uttar Pradesh,Varanasi,Varanasi - Bangali Tola,20733,25.307449,83.006867,38.25,36.43,29.04,81.67,422.95
14/04/2025 12:00,Uttar Pradesh,Varanasi,Varanasi - Kailash Puri Near BHU,20698,25.2799085,82.9795844,34.86,46.23,28.37,49.33,409.16
14/04/2025 13:00,Uttar Pradesh,Varanasi,Varanasi - Bangali Tola,20733,25.307449,83.006867,40.19,33.78,31.56,80.75,400.0
14/04/2025 13:00,Uttar Pradesh,Varanasi,Varanasi - Kailash Puri Near BHU,20698,25.2799085,82.9795844,36.83,41.15,30.27,48.07,409.0
14/04/2025 14:00,Uttar Pradesh,Varanasi,Varanasi - Bangali Tola,20733,25.307449,83.006867,41.54,29.98,24.05,69.35,400.0
14/04/2025 14:00,Uttar Pradesh,Varanasi,Varanasi - Kailash Puri Near BHU,20698,25.2799085,82.9795844,38.4,36.31,31.68,43.09,409.08
14/04/2025 15:00,Uttar Pradesh,Varanasi,Varanasi - Bangali Tola,20733,25.307449,83.006867,41.81,27.58,22.62,74.13,400.0
14/04/2025 15:00,Uttar Pradesh,Varanasi,Varanasi - Kailash Puri Near BHU,20698,25.2799085,82.9795844,39.43,32.39,28.51,36.45,409.0
14/04/2025 16:00,Uttar Pradesh,Varanasi,Varanasi - Bangali Tola,20733,25.307449,83.006867,39.63,32.83,23.46,84.35,400.0
14/04/2025 16:00,Uttar Pradesh,Varanasi,Varanasi - Kailash Puri Near BHU,20698,25.2799085,82.9795844,38.19,35.25,31.65,41.64,409.03
14/04/2025 17:00,Uttar Pradesh,Varanasi,Varanasi - Bangali Tola,20733,25.307449,83.006867,36.33,38.83,27.4,94.18,400.0
14/04/2025 17:00,Uttar Pradesh,Varanasi,Varanasi - Kailash Puri Near BHU,20698,25.2799085,82.9795844,35.36,41.92,37.78,47.47,409.08
14/04/2025 18:00,Uttar Pradesh,Varanasi,Varanasi - Bangali Tola,20733,25.307449,83.006867,32.79,42.32,26.5,52.56,400.0
14/04/2025 18:00,Uttar Pradesh,Varanasi,Varanasi - Kailash Puri Near BHU,20698,25.2799085,82.9795844,31.74,45.14,32.53,49.84,409.02
14/04/2025 18:00,Uttar Pradesh,Varanasi,Varanasi - Lohta Bazar,20722,25.30653681,82.95087512,,9.66,8.87,21.31,
14/04/2025 19:00,Uttar Pradesh,Varanasi,Varanasi - Bangali Tola,20733,25.307449,83.006867,30.68,48.07,36.53,130.1,400.0
14/04/2025 19:00,Uttar Pradesh,Varanasi,Varanasi - Kailash Puri Near BHU,20698,25.2799085,82.9795844,29.66,50.91,38.05,69.36,409.0
14/04/2025 19:00,Uttar Pradesh,Varanasi,Varanasi - Lohta Bazar,20722,25.30653681,82.95087512,,10.28,7.98,72.58,515.0
14/04/2025 20:00,Uttar Pradesh,Varanasi,Varanasi - Bangali Tola,20733,25.307449,83.006867,29.0,56.28,36.88,144.05,400.0
14/04/2025 20:00,Uttar Pradesh,Varanasi,Varanasi - Kailash Puri Near BHU,20698,25.2799085,82.9795844,27.61,60.58,37.52,73.2,409.1
14/04/2025 20:00,Uttar Pradesh,Varanasi,Varanasi - Lohta Bazar,20722,25.30653681,82.95087512,,12.38,7.8,45.51,515.0
14/04/2025 21:00,Uttar Pradesh,Varanasi,Varanasi - Bangali Tola,20733,25.307449,83.006867,28.35,58.8,39.98,140.17,400.0
14/04/2025 21:00,Uttar Pradesh,Varanasi,Varanasi - Kailash Puri Near BHU,20698,25.2799085,82.9795844,26.95,63.44,37.06,67.07,409.81
14/04/2025 21:00,Uttar Pradesh,Varanasi,Varanasi - Lohta Bazar,20722,25.30653681,82.95087512,,13.61,8.37,38.84,
14/04/2025 21:00,Uttar Pradesh,Varanasi,Varanasi - Siddhgiri Baag,20723,25.310864,82.994804,27.62,67.56,40.19,140.06,418.97
14/04/2025 22:00,Uttar Pradesh,Varanasi,Varanasi - Bangali Tola,20733,25.307449,83.006867,28.06,59.37,39.11,137.94,400.03
14/04/2025 22:00,Uttar Pradesh,Varanasi,Varanasi - Kailash Puri Near BHU,20698,25.2799085,82.9795844,26.65,64.94,37.44,67.8,410.0
14/04/2025 22:00,Uttar Pradesh,Varanasi,Varanasi - Lohta Bazar,20722,25.30653681,82.95087512,,13.65,8.48,70.3,
14/04/2025 22:00,Uttar Pradesh,Varanasi,Varanasi - Siddhgiri Baag,20723,25.310864,82.994804,28.16,65.34,42.05,140.88,410.0
14/04/2025 23:00,Uttar Pradesh,Varanasi,Varanasi - Bangali Tola,20733,25.307449,83.006867,27.73,61.06,33.39,118.26,400.38
14/04/2025 23:00,Uttar Pradesh,Varanasi,Varanasi - Kailash Puri Near BHU,20698,25.2799085,82.9795844,26.44,66.38,34.85,63.88,410.0
14/04/2025 23:00,Uttar Pradesh,Varanasi,Varanasi - Lohta Bazar,20722,25.30653681,82.95087512,,13.98,7.97,44.44,
14/04/2025 23:00,Uttar Pradesh,Varanasi,Varanasi - Siddhgiri Baag,20723,25.310864,82.994804,28.06,66.83,42.62,127.49,410.24
15/04/2025 00:00,Uttar Pradesh,Varanasi,Varanasi - Bangali Tola,20733,25.307449,83.006867,28.18,60.43,58.95,229.12,401.04
15/04/2025 00:00,Uttar Pradesh,Varanasi,Varanasi - Kailash Puri Near BHU,20698,25.2799085,82.9795844,26.47,65.61,50.87,71.75,412.48
15/04/2025 00:00,Uttar Pradesh,Varanasi,Varanasi - Lohta Bazar,20722,25.30653681,82.95087512,,13.77,11.81,44.43,
15/04/2025 00:00,Uttar Pradesh,Varanasi,Varanasi - Siddhgiri Baag,20723,25.310864,82.994804,28.18,65.35,56.16,226.33,414.11
15/04/2025 01:00,Uttar Pradesh,Varanasi,Varanasi - Bangali Tola,20733,25.307449,83.006867,27.77,63.56,54.78,222.34,401.6
15/04/2025 01:00,Uttar Pradesh,Varanasi,Varanasi - Kailash Puri Near BHU,20698,25.2799085,82.9795844,26.42,66.22,51.62,69.21,418.65
15/04/2025 01:00,Uttar Pradesh,Varanasi,Varanasi - Lohta Bazar,20722,25.30653681,82.95087512,,14.1,12.17,47.73,
15/04/2025 01:00,Uttar Pradesh,Varanasi,Varanasi - Siddhgiri Baag,20723,25.310864,82.994804,28.07,66.57,63.58,231.13,425.32
15/04/2025 02:00,Uttar Pradesh,Varanasi,Varanasi - Bangali Tola,20733,25.307449,83.006867,26.99,66.24,41.87,197.45,401.44
15/04/2025 02:00,Uttar Pradesh,Varanasi,Varanasi - Kailash Puri Near BHU,20698,25.2799085,82.9795844,25.85,69.57,38.79,52.26,421.85
15/04/2025 02:00,Uttar Pradesh,Varanasi,Varanasi - Lohta Bazar,20722,25.30653681,82.95087512,,14.74,10.45,50.88,
15/04/2025 02:00,Uttar Pradesh,Varanasi,Varanasi - Siddhgiri Baag,20723,25.310864,82.994804,27.51,69.39,64.56,220.15,418.59
15/04/2025 03:00,Uttar Pradesh,Varanasi,Varanasi - Bangali Tola,20733,25.307449,83.006867,26.09,68.87,41.91,166.56,400.84
15/04/2025 03:00,Uttar Pradesh,Varanasi,Varanasi - Kailash Puri Near BHU,20698,25.2799085,82.9795844,24.94,72.65,30.91,42.62,410.27
15/04/2025 03:00,Uttar Pradesh,Varanasi,Varanasi - Lohta Bazar,20722,25.30653681,82.95087512,,15.24,10.17,52.78,
15/04/2025 03:00,Uttar Pradesh,Varanasi,Varanasi - Siddhgiri Baag,20723,25.310864,82.994804,26.27,74.61,52.23,176.87,410.57
15/04/2025 04:00,Uttar Pradesh,Varanasi,Varanasi - Bangali Tola,20733,25.307449,83.006867,25.49,70.04,43.36,175.69,400.8
15/04/2025 04:00,Uttar Pradesh,Varanasi,Varanasi - Kailash Puri Near BHU,20698,25.2799085,82.9795844,24.34,73.53,28.58,42.77,410.12
15/04/2025 04:00,Uttar Pradesh,Varanasi,Varanasi - Siddhgiri Baag,20723,25.310864,82.994804,25.41,77.28,35.15,167.49,410.0
15/04/2025 05:00,Uttar Pradesh,Varanasi,Varanasi - Bangali Tola,20733,25.307449,83.006867,25.18,69.76,41.89,162.89,410.49
15/04/2025 05:00,Uttar Pradesh,Varanasi,Varanasi - Kailash Puri Near BHU,20698,25.2799085,82.9795844,23.62,75.87,32.32,40.87,409.88
15/04/2025 05:00,Uttar Pradesh,Varanasi,Varanasi - Siddhgiri Baag,20723,25.310864,82.994804,24.56,82.28,34.39,156.33,410.35
15/04/2025 06:00,Uttar Pradesh,Varanasi,Varanasi - Bangali Tola,20733,25.307449,83.006867,21.9,63.67,35.33,82.86,400.27
15/04/2025 06:00,Uttar Pradesh,Varanasi,Varanasi - Kailash Puri Near BHU,20698,25.2799085,82.9795844,19.7,63.84,24.52,35.68,417.35
15/04/2025 06:00,Uttar Pradesh,Varanasi,Varanasi - Siddhgiri Baag,20723,25.310864,82.994804,24.57,82.97,36.2,93.71,412.61
15/04/2025 07:00,Uttar Pradesh,Varanasi,Varanasi - Bangali Tola,20733,25.307449,83.006867,24.76,63.2,40.67,108.19,400.22
15/04/2025 07:00,Uttar Pradesh,Varanasi,Varanasi - Kailash Puri Near BHU,20698,25.2799085,82.9795844,19.71,56.72,23.69,39.55,410.0
15/04/2025 07:00,Uttar Pradesh,Varanasi,Varanasi - Siddhgiri Baag,20723,25.310864,82.994804,25.62,76.32,36.36,109.32,416.45
15/04/2025 08:00,Uttar Pradesh,Varanasi,Varanasi - Bangali Tola,20733,25.307449,83.006867,26.75,54.32,49.27,118.23,400.19
15/04/2025 08:00,Uttar Pradesh,Varanasi,Varanasi - Kailash Puri Near BHU,20698,25.2799085,82.9795844,20.9,51.32,29.22,46.53,410.0
15/04/2025 08:00,Uttar Pradesh,Varanasi,Varanasi - Siddhgiri Baag,20723,25.310864,82.994804,27.59,67.24,44.63,120.79,410.22
15/04/2025 09:00,Uttar Pradesh,Varanasi,Varanasi - Bangali Tola,20733,25.307449,83.006867,30.74,46.28,33.28,105.5,427.76
15/04/2025 09:00,Uttar Pradesh,Varanasi,Varanasi - Kailash Puri Near BHU,20698,25.2799085,82.9795844,24.06,46.69,30.95,49.39,409.93
15/04/2025 09:00,Uttar Pradesh,Varanasi,Varanasi - Siddhgiri Baag,20723,25.310864,82.994804,30.02,57.74,42.02,120.95,410.0
15/04/2025 10:00,Uttar Pradesh,Varanasi,Varanasi - Bangali Tola,20733,25.307449,83.006867,35.11,39.63,25.76,114.01,400.0
15/04/2025 10:00,Uttar Pradesh,Varanasi,Varanasi - Kailash Puri Near BHU,20698,25.2799085,82.9795844,29.03,42.54,32.38,50.02,409.39
15/04/2025 10:00,Uttar Pradesh,Varanasi,Varanasi - Siddhgiri Baag,20723,25.310864,82.994804,32.47,49.83,36.06,125.25,409.87
15/04/2025 11:00,Uttar Pradesh,Varanasi,Varanasi - Bangali Tola,20733,25.307449,83.006867,37.12,31.98,27.7,104.65,400.0
15/04/2025 11:00,Uttar Pradesh,Varanasi,Varanasi - Kailash Puri Near BHU,20698,25.2799085,82.9795844,28.54,32.89,18.78,36.85,419.57
15/04/2025 11:00,Uttar Pradesh,Varanasi,Varanasi - Siddhgiri Baag,20723,25.310864,82.994804,33.98,44.23,23.44,103.67,409.27
15/04/2025 12:00,Uttar Pradesh,Varanasi,Varanasi - Bangali Tola,20733,25.307449,83.006867,39.55,29.31,24.57,93.61,400.0
15/04/2025 12:00,Uttar Pradesh,Varanasi,Varanasi - Kailash Puri Near BHU,20698,25.2799085,82.9795844,29.88,30.04,17.7,30.5,409.0
15/04/2025 12:00,Uttar Pradesh,Varanasi,Varanasi - Siddhgiri Baag,20723,25.310864,82.994804,35.64,40.9,19.25,90.35,409.0
15/04/2025 13:00,Uttar Pradesh,Varanasi,Varanasi - Bangali Tola,20733,25.307449,83.006867,39.72,27.38,18.8,71.31,400.0
15/04/2025 13:00,Uttar Pradesh,Varanasi,Varanasi - Kailash Puri Near BHU,20698,25.2799085,82.9795844,30.55,28.07,17.08,31.88,409.0
15/04/2025 13:00,Uttar Pradesh,Varanasi,Varanasi - Siddhgiri Baag,20723,25.310864,82.994804,37.3,38.89,18.48,72.98,409.0
15/04/2025 14:00,Uttar Pradesh,Varanasi,Varanasi - Bangali Tola,20733,25.307449,83.006867,39.39,25.51,18.09,53.68,400.0
15/04/2025 14:00,Uttar Pradesh,Varanasi,Varanasi - Kailash Puri Near BHU,20698,25.2799085,82.9795844,33.72,27.83,22.21,25.8,409.0
15/04/2025 15:00,Uttar Pradesh,Varanasi,Varanasi - Bangali Tola,20733,25.307449,83.006867,39.58,25.08,15.4,51.54,400.0
15/04/2025 15:00,Uttar Pradesh,Varanasi,Varanasi - Kailash Puri Near BHU,20698,25.2799085,82.9795844,33.03,25.53,20.31,29.26,408.96
15/04/2025 16:00,Uttar Pradesh,Varanasi,Varanasi - Bangali Tola,20733,25.307449,83.006867,40.62,28.94,24.96,84.63,400.0
15/04/2025 16:00,Uttar Pradesh,Varanasi,Varanasi - Kailash Puri Near BHU,20698,25.2799085,82.9795844,33.93,26.39,23.23,32.43,408.87
15/04/2025 16:00,Uttar Pradesh,Varanasi,Varanasi - Siddhgiri Baag,20723,25.310864,82.994804,35.33,33.89,19.14,74.66,430.33
15/04/2025 17:00,Uttar Pradesh,Varanasi,Varanasi - Bangali Tola,20733,25.307449,83.006867,36.08,33.21,21.71,80.24,400.0
15/04/2025 17:00,Uttar Pradesh,Varanasi,Varanasi - Kailash Puri Near BHU,20698,25.2799085,82.9795844,32.85,32.86,16.36,27.74,413.83
15/04/2025 17:00,Uttar Pradesh,Varanasi,Varanasi - Siddhgiri Baag,20723,25.310864,82.994804,32.06,36.2,21.97,75.02,409.02
15/04/2025 18:00,Uttar Pradesh,Varanasi,Varanasi - Bangali Tola,20733,25.307449,83.006867,33.51,38.81,18.91,87.32,400.0
15/04/2025 18:00,Uttar Pradesh,Varanasi,Varanasi - Kailash Puri Near BHU,20698,25.2799085,82.9795844,34.0,42.83,26.49,47.21,409.11
15/04/2025 18:00,Uttar Pradesh,Varanasi,Varanasi - Siddhgiri Baag,20723,25.310864,82.994804,31.33,41.54,27.09,90.93,409.86
15/04/2025 19:00,Uttar Pradesh,Varanasi,Varanasi - Bangali Tola,20733,25.307449,83.006867,31.77,42.83,34.61,116.47,400.0
15/04/2025 19:00,Uttar Pradesh,Varanasi,Varanasi - Kailash Puri Near BHU,20698,25.2799085,82.9795844,29.92,43.19,47.41,72.99,409.9
