local_time (IST),state,city,station_name,id,latitude,longitude,AT (degC),RH (%),PM2_5 (ug/m3),PM10 (ug/m3),CO2 (PPM)
06/06/2025 21:00,Uttar Pradesh,Varanasi,Varanasi - Chandpur chauraha,20674,25.306425,82.950814,35.16,41.32,33.73,93.2,409.08
06/06/2025 21:00,Uttar Pradesh,Varanasi,Varanasi - Kailash Puri Near BHU,20698,25.2799085,82.9795844,34.45,44.5,36.73,68.07,427.46
06/06/2025 21:00,Uttar Pradesh,Varanasi,Varanasi - Lohta Bazar,20722,25.30653681,82.95087512,,20.49,17.31,55.1,
06/06/2025 22:00,Uttar Pradesh,Varanasi,Varanasi - Bangali Tola,20733,25.307449,83.006867,34.71,44.99,30.84,81.69,400.0
06/06/2025 22:00,Uttar Pradesh,Varanasi,Varanasi - Chandpur chauraha,20674,25.306425,82.950814,23.9,29.75,20.77,57.06,416.75
06/06/2025 22:00,Uttar Pradesh,Varanasi,Varanasi - Kailash Puri Near BHU,20698,25.2799085,82.9795844,33.96,47.07,32.61,58.51,427.54
06/06/2025 22:00,Uttar Pradesh,Varanasi,Varanasi - Lohta Bazar,20722,25.30653681,82.95087512,,14.51,9.98,50.22,
06/06/2025 23:00,Uttar Pradesh,Varanasi,Varanasi - Bangali Tola,20733,25.307449,83.006867,34.03,46.25,30.36,77.73,400.0
06/06/2025 23:00,Uttar Pradesh,Varanasi,Varanasi - Chandpur chauraha,20674,25.306425,82.950814,23.75,31.14,23.81,59.7,409.0
06/06/2025 23:00,Uttar Pradesh,Varanasi,Varanasi - Kailash Puri Near BHU,20698,25.2799085,82.9795844,33.5,48.58,30.84,55.2,430.0
06/06/2025 23:00,Uttar Pradesh,Varanasi,Varanasi - Lohta Bazar,20722,25.30653681,82.95087512,,14.76,10.29,46.87,
07/06/2025 00:00,Uttar Pradesh,Varanasi,Varanasi - Bangali Tola,20733,25.307449,83.006867,33.9,51.33,29.1,69.8,400.0
07/06/2025 00:00,Uttar Pradesh,Varanasi,Varanasi - Chandpur chauraha,20674,25.306425,82.950814,25.92,37.21,20.97,57.39,409.63
07/06/2025 00:00,Uttar Pradesh,Varanasi,Varanasi - Kailash Puri Near BHU,20698,25.2799085,82.9795844,32.41,47.49,26.45,57.92,442.0
07/06/2025 00:00,Uttar Pradesh,Varanasi,Varanasi - Lohta Bazar,20722,25.30653681,82.95087512,,15.35,8.93,63.56,
07/06/2025 01:00,Uttar Pradesh,Varanasi,Varanasi - Bangali Tola,20733,25.307449,83.006867,33.11,55.26,30.91,78.22,400.0
07/06/2025 01:00,Uttar Pradesh,Varanasi,Varanasi - Chandpur chauraha,20674,25.306425,82.950814,24.63,37.61,21.25,61.81,409.87
07/06/2025 01:00,Uttar Pradesh,Varanasi,Varanasi - Kailash Puri Near BHU,20698,25.2799085,82.9795844,32.98,53.01,29.69,64.38,443.45
07/06/2025 01:00,Uttar Pradesh,Varanasi,Varanasi - Lohta Bazar,20722,25.30653681,82.95087512,,16.68,9.38,70.53,
07/06/2025 02:00,Uttar Pradesh,Varanasi,Varanasi - Bangali Tola,20733,25.307449,83.006867,32.63,56.69,33.39,68.33,400.0
07/06/2025 02:00,Uttar Pradesh,Varanasi,Varanasi - Chandpur chauraha,20674,25.306425,82.950814,19.19,31.73,16.73,46.07,413.87
07/06/2025 02:00,Uttar Pradesh,Varanasi,Varanasi - Kailash Puri Near BHU,20698,25.2799085,82.9795844,31.93,55.25,30.48,60.82,444.73
07/06/2025 02:00,Uttar Pradesh,Varanasi,Varanasi - Lohta Bazar,20722,25.30653681,82.95087512,,18.43,9.97,65.74,
07/06/2025 03:00,Uttar Pradesh,Varanasi,Varanasi - Bangali Tola,20733,25.307449,83.006867,32.2,57.04,34.64,84.87,400.0
07/06/2025 03:00,Uttar Pradesh,Varanasi,Varanasi - Chandpur chauraha,20674,25.306425,82.950814,30.09,51.59,28.72,77.17,409.0
07/06/2025 03:00,Uttar Pradesh,Varanasi,Varanasi - Kailash Puri Near BHU,20698,25.2799085,82.9795844,29.88,55.59,29.42,51.81,451.46
07/06/2025 03:00,Uttar Pradesh,Varanasi,Varanasi - Lohta Bazar,20722,25.30653681,82.95087512,,25.38,14.2,65.71,409.0
07/06/2025 04:00,Uttar Pradesh,Varanasi,Varanasi - Bangali Tola,20733,25.307449,83.006867,32.09,57.54,38.28,67.71,400.0
07/06/2025 04:00,Uttar Pradesh,Varanasi,Varanasi - Chandpur chauraha,20674,25.306425,82.950814,30.74,54.11,32.57,62.03,409.45
07/06/2025 04:00,Uttar Pradesh,Varanasi,Varanasi - Kailash Puri Near BHU,20698,25.2799085,82.9795844,30.24,57.59,35.4,53.75,450.32
07/06/2025 04:00,Uttar Pradesh,Varanasi,Varanasi - Lohta Bazar,20722,25.30653681,82.95087512,,24.62,15.08,67.46,
07/06/2025 05:00,Uttar Pradesh,Varanasi,Varanasi - Bangali Tola,20733,25.307449,83.006867,32.11,57.43,38.58,75.93,400.0
07/06/2025 05:00,Uttar Pradesh,Varanasi,Varanasi - Chandpur chauraha,20674,25.306425,82.950814,30.3,53.84,32.91,69.64,410.08
07/06/2025 05:00,Uttar Pradesh,Varanasi,Varanasi - Kailash Puri Near BHU,20698,25.2799085,82.9795844,26.49,50.18,31.33,47.2,453.68
07/06/2025 05:00,Uttar Pradesh,Varanasi,Varanasi - Lohta Bazar,20722,25.30653681,82.95087512,,26.81,16.76,77.79,
07/06/2025 06:00,Uttar Pradesh,Varanasi,Varanasi - Bangali Tola,20733,25.307449,83.006867,29.71,51.97,30.54,63.72,400.0
07/06/2025 06:00,Uttar Pradesh,Varanasi,Varanasi - Chandpur chauraha,20674,25.306425,82.950814,28.71,47.0,27.16,66.31,412.22
07/06/2025 06:00,Uttar Pradesh,Varanasi,Varanasi - Kailash Puri Near BHU,20698,25.2799085,82.9795844,30.67,55.99,36.6,47.4,456.73
07/06/2025 06:00,Uttar Pradesh,Varanasi,Varanasi - Lohta Bazar,20722,25.30653681,82.95087512,,25.17,15.45,89.14,
07/06/2025 07:00,Uttar Pradesh,Varanasi,Varanasi - Bangali Tola,20733,25.307449,83.006867,23.52,32.97,17.87,42.05,400.0
07/06/2025 07:00,Uttar Pradesh,Varanasi,Varanasi - Chandpur chauraha,20674,25.306425,82.950814,32.67,45.81,23.24,64.92,413.39
07/06/2025 07:00,Uttar Pradesh,Varanasi,Varanasi - Kailash Puri Near BHU,20698,25.2799085,82.9795844,32.1,52.78,32.32,41.24,457.1
07/06/2025 07:00,Uttar Pradesh,Varanasi,Varanasi - Lohta Bazar,20722,25.30653681,82.95087512,,28.03,15.58,96.68,485.09
07/06/2025 08:00,Uttar Pradesh,Varanasi,Varanasi - Bangali Tola,20733,25.307449,83.006867,29.66,31.14,20.77,60.95,400.0
07/06/2025 08:00,Uttar Pradesh,Varanasi,Varanasi - Chandpur chauraha,20674,25.306425,82.950814,35.52,40.94,30.2,84.37,408.79
07/06/2025 08:00,Uttar Pradesh,Varanasi,Varanasi - Kailash Puri Near BHU,20698,25.2799085,82.9795844,33.8,44.67,27.98,47.23,433.78
07/06/2025 08:00,Uttar Pradesh,Varanasi,Varanasi - Lohta Bazar,20722,25.30653681,82.95087512,,24.6,17.65,55.95,409.0
07/06/2025 09:00,Uttar Pradesh,Varanasi,Varanasi - Bangali Tola,20733,25.307449,83.006867,29.72,24.23,21.79,73.54,400.0
07/06/2025 09:00,Uttar Pradesh,Varanasi,Varanasi - Chandpur chauraha,20674,25.306425,82.950814,39.34,32.84,29.76,104.8,407.98
07/06/2025 09:00,Uttar Pradesh,Varanasi,Varanasi - Kailash Puri Near BHU,20698,25.2799085,82.9795844,37.48,38.51,31.62,50.26,416.65
07/06/2025 09:00,Uttar Pradesh,Varanasi,Varanasi - Lohta Bazar,20722,25.30653681,82.95087512,,19.48,17.19,47.01,
07/06/2025 10:00,Uttar Pradesh,Varanasi,Varanasi - Bangali Tola,20733,25.307449,83.006867,27.3,15.99,13.13,35.29,400.0
07/06/2025 10:00,Uttar Pradesh,Varanasi,Varanasi - Chandpur chauraha,20674,25.306425,82.950814,41.28,24.99,24.77,64.36,406.87
07/06/2025 10:00,Uttar Pradesh,Varanasi,Varanasi - Kailash Puri Near BHU,20698,25.2799085,82.9795844,38.99,29.35,29.0,51.93,410.0
07/06/2025 10:00,Uttar Pradesh,Varanasi,Varanasi - Lohta Bazar,20722,25.30653681,82.95087512,,15.43,15.16,43.4,407.32
07/06/2025 11:00,Uttar Pradesh,Varanasi,Varanasi - Bangali Tola,20733,25.307449,83.006867,27.86,14.44,12.12,36.49,400.0
07/06/2025 11:00,Uttar Pradesh,Varanasi,Varanasi - Chandpur chauraha,20674,25.306425,82.950814,42.64,23.14,18.56,58.98,406.24
07/06/2025 11:00,Uttar Pradesh,Varanasi,Varanasi - Kailash Puri Near BHU,20698,25.2799085,82.9795844,40.35,26.49,26.28,49.86,414.21
07/06/2025 11:00,Uttar Pradesh,Varanasi,Varanasi - Lohta Bazar,20722,25.30653681,82.95087512,,14.5,12.84,39.02,461.14
07/06/2025 12:00,Uttar Pradesh,Varanasi,Varanasi - Bangali Tola,20733,25.307449,83.006867,25.9,12.38,11.15,60.09,400.0
07/06/2025 12:00,Uttar Pradesh,Varanasi,Varanasi - Chandpur chauraha,20674,25.306425,82.950814,44.34,21.91,17.45,113.76,405.97
07/06/2025 12:00,Uttar Pradesh,Varanasi,Varanasi - Kailash Puri Near BHU,20698,25.2799085,82.9795844,43.37,25.85,27.94,59.17,409.14
07/06/2025 12:00,Uttar Pradesh,Varanasi,Varanasi - Lohta Bazar,20722,25.30653681,82.95087512,,13.1,11.36,45.72,515.0
07/06/2025 13:00,Uttar Pradesh,Varanasi,Varanasi - Bangali Tola,20733,25.307449,83.006867,28.71,12.76,10.8,40.14,400.0
07/06/2025 13:00,Uttar Pradesh,Varanasi,Varanasi - Chandpur chauraha,20674,25.306425,82.950814,46.6,21.2,17.75,66.69,409.49
07/06/2025 13:00,Uttar Pradesh,Varanasi,Varanasi - Kailash Puri Near BHU,20698,25.2799085,82.9795844,44.68,24.17,19.99,52.97,408.92
07/06/2025 13:00,Uttar Pradesh,Varanasi,Varanasi - Lohta Bazar,20722,25.30653681,82.95087512,,12.12,10.13,32.53,
07/06/2025 14:00,Uttar Pradesh,Varanasi,Varanasi - Bangali Tola,20733,25.307449,83.006867,34.1,14.29,11.67,51.83,400.0
07/06/2025 14:00,Uttar Pradesh,Varanasi,Varanasi - Chandpur chauraha,20674,25.306425,82.950814,45.49,20.59,16.54,74.6,405.02
07/06/2025 14:00,Uttar Pradesh,Varanasi,Varanasi - Kailash Puri Near BHU,20698,25.2799085,82.9795844,45.08,23.85,20.21,57.46,408.22
07/06/2025 14:00,Uttar Pradesh,Varanasi,Varanasi - Lohta Bazar,20722,25.30653681,82.95087512,,12.01,9.75,36.16,515.0
07/06/2025 15:00,Uttar Pradesh,Varanasi,Varanasi - Bangali Tola,20733,25.307449,83.006867,42.9,18.41,15.04,73.6,400.0
07/06/2025 15:00,Uttar Pradesh,Varanasi,Varanasi - Chandpur chauraha,20674,25.306425,82.950814,43.74,20.22,17.36,79.99,405.14
07/06/2025 15:00,Uttar Pradesh,Varanasi,Varanasi - Kailash Puri Near BHU,20698,25.2799085,82.9795844,45.45,23.48,20.39,56.09,408.17
07/06/2025 15:00,Uttar Pradesh,Varanasi,Varanasi - Lohta Bazar,20722,25.30653681,82.95087512,,11.93,10.26,34.62,
07/06/2025 16:00,Uttar Pradesh,Varanasi,Varanasi - Bangali Tola,20733,25.307449,83.006867,25.06,12.0,9.75,39.57,400.0
07/06/2025 16:00,Uttar Pradesh,Varanasi,Varanasi - Chandpur chauraha,20674,25.306425,82.950814,41.7,21.63,19.76,78.24,405.89
07/06/2025 16:00,Uttar Pradesh,Varanasi,Varanasi - Kailash Puri Near BHU,20698,25.2799085,82.9795844,43.28,23.68,21.29,55.97,408.06
07/06/2025 16:00,Uttar Pradesh,Varanasi,Varanasi - Lohta Bazar,20722,25.30653681,82.95087512,,13.79,12.43,29.7,455.05
07/06/2025 17:00,Uttar Pradesh,Varanasi,Varanasi - Bangali Tola,20733,25.307449,83.006867,24.2,13.23,13.94,49.94,400.0
07/06/2025 17:00,Uttar Pradesh,Varanasi,Varanasi - Chandpur chauraha,20674,25.306425,82.950814,42.7,25.17,30.2,94.02,410.24
07/06/2025 17:00,Uttar Pradesh,Varanasi,Varanasi - Kailash Puri Near BHU,20698,25.2799085,82.9795844,33.59,21.37,22.62,49.08,409.44
07/06/2025 17:00,Uttar Pradesh,Varanasi,Varanasi - Lohta Bazar,20722,25.30653681,82.95087512,,20.0,21.72,39.09,416.2
07/06/2025 18:00,Uttar Pradesh,Varanasi,Varanasi - Bangali Tola,20733,25.307449,83.006867,32.43,20.47,21.24,47.32,400.0
07/06/2025 18:00,Uttar Pradesh,Varanasi,Varanasi - Chandpur chauraha,20674,25.306425,82.950814,41.21,28.33,36.64,71.49,406.31
07/06/2025 18:00,Uttar Pradesh,Varanasi,Varanasi - Kailash Puri Near BHU,20698,25.2799085,82.9795844,36.82,28.38,31.0,67.8,418.55
07/06/2025 18:00,Uttar Pradesh,Varanasi,Varanasi - Lohta Bazar,20722,25.30653681,82.95087512,,19.48,22.88,39.67,416.64
07/06/2025 19:00,Uttar Pradesh,Varanasi,Varanasi - Bangali Tola,20733,25.307449,83.006867,31.81,22.64,25.13,44.4,400.0
07/06/2025 19:00,Uttar Pradesh,Varanasi,Varanasi - Chandpur chauraha,20674,25.306425,82.950814,39.43,33.26,31.5,55.66,407.0
07/06/2025 19:00,Uttar Pradesh,Varanasi,Varanasi - Kailash Puri Near BHU,20698,25.2799085,82.9795844,38.17,34.16,34.44,76.45,430.1
07/06/2025 19:00,Uttar Pradesh,Varanasi,Varanasi - Lohta Bazar,20722,25.30653681,82.95087512,,19.4,18.6,69.2,407.0
07/06/2025 20:00,Uttar Pradesh,Varanasi,Varanasi - Bangali Tola,20733,25.307449,83.006867,25.36,19.82,23.58,42.62,400.0
07/06/2025 20:00,Uttar Pradesh,Varanasi,Varanasi - Chandpur chauraha,20674,25.306425,82.950814,38.57,34.7,37.74,65.36,407.97
07/06/2025 20:00,Uttar Pradesh,Varanasi,Varanasi - Kailash Puri Near BHU,20698,25.2799085,82.9795844,37.66,37.54,35.87,75.79,443.42
07/06/2025 20:00,Uttar Pradesh,Varanasi,Varanasi - Lohta Bazar,20722,25.30653681,82.95087512,,20.36,21.51,114.27,515.0
07/06/2025 21:00,Uttar Pradesh,Varanasi,Varanasi - Bangali Tola,20733,25.307449,83.006867,21.02,18.38,17.24,36.45,400.0
07/06/2025 21:00,Uttar Pradesh,Varanasi,Varanasi - Chandpur chauraha,20674,25.306425,82.950814,37.43,35.99,30.67,61.94,409.73
07/06/2025 21:00,Uttar Pradesh,Varanasi,Varanasi - Kailash Puri Near BHU,20698,25.2799085,82.9795844,37.52,37.68,33.81,84.18,429.46
07/06/2025 21:00,Uttar Pradesh,Varanasi,Varanasi - Lohta Bazar,20722,25.30653681,82.95087512,,20.59,17.61,125.63,
07/06/2025 22:00,Uttar Pradesh,Varanasi,Varanasi - Bangali Tola,20733,25.307449,83.006867,29.93,27.34,25.29,79.25,439.62
07/06/2025 22:00,Uttar Pradesh,Varanasi,Varanasi - Chandpur chauraha,20674,25.306425,82.950814,27.76,28.05,27.87,88.5,418.1
07/06/2025 22:00,Uttar Pradesh,Varanasi,Varanasi - Kailash Puri Near BHU,20698,25.2799085,82.9795844,35.89,37.89,37.08,121.3,427.04
07/06/2025 22:00,Uttar Pradesh,Varanasi,Varanasi - Lohta Bazar,20722,25.30653681,82.95087512,,12.2,11.83,85.61,
07/06/2025 23:00,Uttar Pradesh,Varanasi,Varanasi - Bangali Tola,20733,25.307449,83.006867,27.98,26.58,25.17,74.23,400.0
07/06/2025 23:00,Uttar Pradesh,Varanasi,Varanasi - Chandpur chauraha,20674,25.306425,82.950814,27.85,29.97,29.65,88.66,408.27
07/06/2025 23:00,Uttar Pradesh,Varanasi,Varanasi - Kailash Puri Near BHU,20698,25.2799085,82.9795844,35.21,40.13,37.8,99.52,430.36
07/06/2025 23:00,Uttar Pradesh,Varanasi,Varanasi - Lohta Bazar,20722,25.30653681,82.95087512,,15.89,15.19,76.77,408.0
08/06/2025 00:00,Uttar Pradesh,Varanasi,Varanasi - Bangali Tola,20733,25.307449,83.006867,28.85,28.55,26.75,95.37,400.0
08/06/2025 00:00,Uttar Pradesh,Varanasi,Varanasi - Chandpur chauraha,20674,25.306425,82.950814,34.79,41.21,28.05,128.51,408.0
08/06/2025 00:00,Uttar Pradesh,Varanasi,Varanasi - Kailash Puri Near BHU,20698,25.2799085,82.9795844,34.41,42.67,30.9,91.24,427.89
08/06/2025 00:00,Uttar Pradesh,Varanasi,Varanasi - Lohta Bazar,20722,25.30653681,82.95087512,,14.24,10.64,60.53,408.0
08/06/2025 01:00,Uttar Pradesh,Varanasi,Varanasi - Bangali Tola,20733,25.307449,83.006867,29.81,30.01,21.83,86.61,400.0
08/06/2025 01:00,Uttar Pradesh,Varanasi,Varanasi - Chandpur chauraha,20674,25.306425,82.950814,26.9,34.65,22.85,88.59,417.35
08/06/2025 01:00,Uttar Pradesh,Varanasi,Varanasi - Kailash Puri Near BHU,20698,25.2799085,82.9795844,33.58,44.65,31.59,74.79,426.6
08/06/2025 01:00,Uttar Pradesh,Varanasi,Varanasi - Lohta Bazar,20722,25.30653681,82.95087512,,16.29,11.02,55.17,
08/06/2025 02:00,Uttar Pradesh,Varanasi,Varanasi - Bangali Tola,20733,25.307449,83.006867,30.5,31.07,21.14,47.86,400.0
08/06/2025 02:00,Uttar Pradesh,Varanasi,Varanasi - Chandpur chauraha,20674,25.306425,82.950814,30.51,39.79,26.2,57.59,408.96
08/06/2025 02:00,Uttar Pradesh,Varanasi,Varanasi - Kailash Puri Near BHU,20698,25.2799085,82.9795844,33.96,47.37,28.86,60.34,435.54
08/06/2025 02:00,Uttar Pradesh,Varanasi,Varanasi - Lohta Bazar,20722,25.30653681,82.95087512,,22.62,14.61,47.17,
08/06/2025 03:00,Uttar Pradesh,Varanasi,Varanasi - Bangali Tola,20733,25.307449,83.006867,31.99,33.13,20.75,48.08,400.0
08/06/2025 03:00,Uttar Pradesh,Varanasi,Varanasi - Chandpur chauraha,20674,25.306425,82.950814,30.22,40.48,25.22,56.0,409.0
08/06/2025 03:00,Uttar Pradesh,Varanasi,Varanasi - Kailash Puri Near BHU,20698,25.2799085,82.9795844,32.21,46.2,29.22,56.05,441.56
08/06/2025 03:00,Uttar Pradesh,Varanasi,Varanasi - Lohta Bazar,20722,25.30653681,82.95087512,,22.52,14.05,52.28,455.38
08/06/2025 04:00,Uttar Pradesh,Varanasi,Varanasi - Bangali Tola,20733,25.307449,83.006867,29.56,33.75,20.67,52.61,400.0
08/06/2025 04:00,Uttar Pradesh,Varanasi,Varanasi - Chandpur chauraha,20674,25.306425,82.950814,32.81,46.39,30.47,72.28,409.25
08/06/2025 04:00,Uttar Pradesh,Varanasi,Varanasi - Kailash Puri Near BHU,20698,25.2799085,82.9795844,33.54,49.96,33.01,58.18,449.77
08/06/2025 04:00,Uttar Pradesh,Varanasi,Varanasi - Lohta Bazar,20722,25.30653681,82.95087512,,24.76,16.2,55.37,432.56
08/06/2025 05:00,Uttar Pradesh,Varanasi,Varanasi - Bangali Tola,20733,25.307449,83.006867,27.53,33.01,19.99,42.7,400.0
08/06/2025 05:00,Uttar Pradesh,Varanasi,Varanasi - Chandpur chauraha,20674,25.306425,82.950814,31.42,47.03,31.87,62.39,409.02
08/06/2025 05:00,Uttar Pradesh,Varanasi,Varanasi - Kailash Puri Near BHU,20698,25.2799085,82.9795844,33.24,51.41,30.78,43.36,453.98
08/06/2025 05:00,Uttar Pradesh,Varanasi,Varanasi - Lohta Bazar,20722,25.30653681,82.95087512,,25.16,15.94,59.01,515.0
08/06/2025 06:00,Uttar Pradesh,Varanasi,Varanasi - Bangali Tola,20733,25.307449,83.006867,29.53,37.48,21.05,46.61,400.0
08/06/2025 06:00,Uttar Pradesh,Varanasi,Varanasi - Chandpur chauraha,20674,25.306425,82.950814,29.77,43.23,23.09,49.83,414.3
08/06/2025 06:00,Uttar Pradesh,Varanasi,Varanasi - Kailash Puri Near BHU,20698,25.2799085,82.9795844,32.64,50.79,30.4,41.42,463.72
08/06/2025 06:00,Uttar Pradesh,Varanasi,Varanasi - Lohta Bazar,20722,25.30653681,82.95087512,,23.44,13.87,50.04,
08/06/2025 07:00,Uttar Pradesh,Varanasi,Varanasi - Bangali Tola,20733,25.307449,83.006867,29.37,35.28,19.89,48.57,400.0
08/06/2025 07:00,Uttar Pradesh,Varanasi,Varanasi - Chandpur chauraha,20674,25.306425,82.950814,32.0,41.12,23.47,57.3,409.33
08/06/2025 07:00,Uttar Pradesh,Varanasi,Varanasi - Kailash Puri Near BHU,20698,25.2799085,82.9795844,33.96,51.48,31.11,56.56,456.08
08/06/2025 07:00,Uttar Pradesh,Varanasi,Varanasi - Lohta Bazar,20722,25.30653681,82.95087512,,23.57,14.3,65.18,466.42
08/06/2025 08:00,Uttar Pradesh,Varanasi,Varanasi - Bangali Tola,20733,25.307449,83.006867,34.43,32.78,26.44,71.07,400.0
08/06/2025 08:00,Uttar Pradesh,Varanasi,Varanasi - Chandpur chauraha,20674,25.306425,82.950814,36.18,37.5,24.87,75.99,408.79
08/06/2025 08:00,Uttar Pradesh,Varanasi,Varanasi - Kailash Puri Near BHU,20698,25.2799085,82.9795844,35.63,46.87,34.23,56.43,442.27
08/06/2025 08:00,Uttar Pradesh,Varanasi,Varanasi - Lohta Bazar,20722,25.30653681,82.95087512,,21.07,14.54,55.82,515.0
08/06/2025 09:00,Uttar Pradesh,Varanasi,Varanasi - Bangali Tola,20733,25.307449,83.006867,29.77,23.37,22.42,63.39,417.8
08/06/2025 09:00,Uttar Pradesh,Varanasi,Varanasi - Chandpur chauraha,20674,25.306425,82.950814,39.06,32.04,27.59,86.05,409.2
08/06/2025 09:00,Uttar Pradesh,Varanasi,Varanasi - Kailash Puri Near BHU,20698,25.2799085,82.9795844,37.65,40.95,35.96,67.13,426.24
08/06/2025 09:00,Uttar Pradesh,Varanasi,Varanasi - Lohta Bazar,20722,25.30653681,82.95087512,,17.37,15.06,50.55,515.0
08/06/2025 10:00,Uttar Pradesh,Varanasi,Varanasi - Bangali Tola,20733,25.307449,83.006867,41.02,24.02,27.7,91.27,406.98
08/06/2025 10:00,Uttar Pradesh,Varanasi,Varanasi - Chandpur chauraha,20674,25.306425,82.950814,43.13,27.52,30.73,100.97,409.67
08/06/2025 10:00,Uttar Pradesh,Varanasi,Varanasi - Kailash Puri Near BHU,20698,25.2799085,82.9795844,31.83,24.1,27.4,58.39,419.9
08/06/2025 10:00,Uttar Pradesh,Varanasi,Varanasi - Lohta Bazar,20722,25.30653681,82.95087512,,17.4,19.03,41.89,458.09
08/06/2025 11:00,Uttar Pradesh,Varanasi,Varanasi - Bangali Tola,20733,25.307449,83.006867,44.12,22.75,23.91,95.66,400.0
08/06/2025 11:00,Uttar Pradesh,Varanasi,Varanasi - Chandpur chauraha,20674,25.306425,82.950814,39.59,21.91,24.04,91.71,441.66
08/06/2025 11:00,Uttar Pradesh,Varanasi,Varanasi - Kailash Puri Near BHU,20698,25.2799085,82.9795844,28.56,18.5,22.79,51.24,409.85
08/06/2025 11:00,Uttar Pradesh,Varanasi,Varanasi - Lohta Bazar,20722,25.30653681,82.95087512,,10.73,11.96,40.18,452.63
08/06/2025 12:00,Uttar Pradesh,Varanasi,Varanasi - Bangali Tola,20733,25.307449,83.006867,45.29,21.2,19.52,48.9,400.0
08/06/2025 12:00,Uttar Pradesh,Varanasi,Varanasi - Kailash Puri Near BHU,20698,25.2799085,82.9795844,31.03,18.54,24.63,51.68,408.71
08/06/2025 12:00,Uttar Pradesh,Varanasi,Varanasi - Lohta Bazar,20722,25.30653681,82.95087512,,4.6,5.04,37.27,515.0
08/06/2025 13:00,Uttar Pradesh,Varanasi,Varanasi - Bangali Tola,20733,25.307449,83.006867,46.1,21.06,17.07,56.57,400.0
08/06/2025 13:00,Uttar Pradesh,Varanasi,Varanasi - Kailash Puri Near BHU,20698,25.2799085,82.9795844,40.23,22.72,28.58,63.25,412.49
08/06/2025 13:00,Uttar Pradesh,Varanasi,Varanasi - Lohta Bazar,20722,25.30653681,82.95087512,,4.84,4.85,28.71,
08/06/2025 14:00,Uttar Pradesh,Varanasi,Varanasi - Bangali Tola,20733,25.307449,83.006867,40.87,18.77,13.76,42.66,400.0
08/06/2025 14:00,Uttar Pradesh,Varanasi,Varanasi - Kailash Puri Near BHU,20698,25.2799085,82.9795844,41.24,22.38,27.66,68.97,407.58
08/06/2025 14:00,Uttar Pradesh,Varanasi,Varanasi - Lohta Bazar,20722,25.30653681,82.95087512,,4.93,5.01,28.39,515.0
08/06/2025 15:00,Uttar Pradesh,Varanasi,Varanasi - Bangali Tola,20733,25.307449,83.006867,45.08,20.39,16.25,57.79,400.0
08/06/2025 15:00,Uttar Pradesh,Varanasi,Varanasi - Kailash Puri Near BHU,20698,25.2799085,82.9795844,42.31,22.55,29.39,74.14,407.86
08/06/2025 15:00,Uttar Pradesh,Varanasi,Varanasi - Lohta Bazar,20722,25.30653681,82.95087512,,4.91,5.4,32.21,515.0
08/06/2025 16:00,Uttar Pradesh,Varanasi,Varanasi - Bangali Tola,20733,25.307449,83.006867,43.01,21.58,15.97,95.26,400.0
08/06/2025 16:00,Uttar Pradesh,Varanasi,Varanasi - Kailash Puri Near BHU,20698,25.2799085,82.9795844,42.27,23.11,24.18,65.78,412.21
08/06/2025 16:00,Uttar Pradesh,Varanasi,Varanasi - Lohta Bazar,20722,25.30653681,82.95087512,,5.07,4.75,32.74,
08/06/2025 17:00,Uttar Pradesh,Varanasi,Varanasi - Bangali Tola,20733,25.307449,83.006867,42.9,24.68,24.31,97.17,400.0
08/06/2025 17:00,Uttar Pradesh,Varanasi,Varanasi - Kailash Puri Near BHU,20698,25.2799085,82.9795844,42.96,26.74,33.17,74.1,408.0
08/06/2025 17:00,Uttar Pradesh,Varanasi,Varanasi - Lohta Bazar,20722,25.30653681,82.95087512,,5.64,6.5,36.65,515.0
08/06/2025 18:00,Uttar Pradesh,Varanasi,Varanasi - Bangali Tola,20733,25.307449,83.006867,40.8,26.73,28.8,104.81,400.0
08/06/2025 18:00,Uttar Pradesh,Varanasi,Varanasi - Kailash Puri Near BHU,20698,25.2799085,82.9795844,39.47,29.11,30.86,71.75,409.07
08/06/2025 18:00,Uttar Pradesh,Varanasi,Varanasi - Lohta Bazar,20722,25.30653681,82.95087512,,6.2,6.61,43.23,515.0
08/06/2025 19:00,Uttar Pradesh,Varanasi,Varanasi - Bangali Tola,20733,25.307449,83.006867,38.68,28.18,30.92,115.67,400.0
08/06/2025 19:00,Uttar Pradesh,Varanasi,Varanasi - Kailash Puri Near BHU,20698,25.2799085,82.9795844,38.42,34.6,32.47,85.81,433.11
08/06/2025 19:00,Uttar Pradesh,Varanasi,Varanasi - Lohta Bazar,20722,25.30653681,82.95087512,,7.08,7.1,68.78,
08/06/2025 20:00,Uttar Pradesh,Varanasi,Varanasi - Bangali Tola,20733,25.307449,83.006867,34.3,28.86,29.12,95.79,400.0
08/06/2025 20:00,Uttar Pradesh,Varanasi,Varanasi - Kailash Puri Near BHU,20698,25.2799085,82.9795844,38.52,39.1,32.99,72.41,451.82
08/06/2025 20:00,Uttar Pradesh,Varanasi,Varanasi - Lohta Bazar,20722,25.30653681,82.95087512,,8.04,7.2,129.74,
08/06/2025 21:00,Uttar Pradesh,Varanasi,Varanasi - Bangali Tola,20733,25.307449,83.006867,32.83,30.3,33.09,65.34,400.0
